"","X.2","id","date","country.rf","hazard_type","hazard_subtype","trigger","trigger_name","fatalities","injuries","source_name","source_link","location_description","location_accuracy","hazard_size","distance","population.dis","countrycode.rf","continentcode","tstamp","latitude.dis","longitude.dis","magnitude","tsunami_ind","damage_range","houses_damaged","city_name","latitude.cit","longitude.cit","feature_class","feature_code","population.cit","elevation","average_elevation","timezone","X.rf","X.1","distance_between","X.br","mean.value.","country.br","rainfall_mm","countrycode.br"
"1",3,3,2007-01-05,"Brazil","landslide","Landslide","Rain","",7,NA,"Deutsche Presse-Agentur - MonstersandCritics","http://news.monstersandcritics.com/americas/news/article_1240141.php/Rain_leaves_at_least_20_people_dead_in_Brazil","",25,"Large",0.63016,153361,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.28234635,-42.53636205,NA,NA,NA,NA,"Nova Friburgo",-22.28194,-42.53111,"P","PPLA2",153361,NA,858,"America/Sao_Paulo",NA,NA,32.1584559462726,NA,NA,NA,NA,NA
"2",2014,4,2007-01-05,"Brazil","landslide","Landslide","Rain","",2,NA,"Deutsche Presse-Agentur - MonstersandCritics","http://news.monstersandcritics.com/americas/news/article_1240141.php/Rain_leaves_at_least_20_people_dead_in_Brazil","",10,"Medium",14.05144,11555,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.0452,-42.6734,NA,NA,NA,NA,"Pirenopolis",-15.85072,-48.96087,"P","PPL",13615,NA,751,"America/Sao_Paulo",NA,NA,565.793607862519,NA,NA,NA,NA,NA
"3",4025,5,2007-01-05,"Brazil","landslide","Landslide","Rain","",1,NA,"Deutsche Presse-Agentur - MonstersandCritics","http://news.monstersandcritics.com/americas/news/article_1240141.php/Rain_leaves_at_least_20_people_dead_in_Brazil","",50,"Medium",10.07582,54415,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-23.2311,-46.6136,NA,NA,NA,NA,"Wenceslau Braz",-23.87389,-49.80278,"P","PPL",15726,NA,834,"America/Sao_Paulo",NA,NA,153.82345473103,NA,NA,NA,NA,NA
"4",522671,329,2007-10-28,"Brazil","landslide","Landslide","Rain","",3,NA,"People's Daily Online","http://english.people.com.cn/90001/90782/6293996.html","",10,"Medium",1.60229,105880,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.8287,-45.2007,NA,NA,NA,NA,"Guaratingueta",-22.81639,-45.1925,"P","PPL",105880,NA,545,"America/Sao_Paulo",NA,NA,85.9649935122861,NA,NA,NA,NA,NA
"5",613296,442,2008-02-03,"Brazil","landslide","Landslide","Rain","",9,NA,"","http://www.earthtimes.org/articles/show/182388,brazilian-landslides-kill-at-least-nine.html","",10,"Medium",15.11002,272691,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.3758,-43.1314,NA,NA,NA,NA,"Duartina",-22.41444,-49.40389,"P","PPL",11902,NA,515,"America/Sao_Paulo",NA,NA,254.02212303409,NA,NA,NA,NA,NA
"6",1369770,903,2008-11-24,"Brazil","landslide","Landslide","Continuous_rain","",109,NA,"","http://abcnews.go.com/International/wireStory?id=6329708","",10,"Very_large",1.77619,47781,"BR","SA","Fri Sep 12 2014 21:21:59 GMT+0000 (UTC)",-26.8833,-48.65,NA,NA,NA,NA,"Navegantes",-26.89889,-48.65417,"P","PPL",47781,NA,7,"America/Sao_Paulo",NA,NA,99.4471328398905,NA,NA,NA,NA,NA
"7",1381339,933,2008-12-16,"Brazil","landslide","Mudslide","Downpour","",7,NA,"","http://www.foxnews.com/story/0,2933,468224,00.html","",50,"Medium",0.65511,2373224,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-19.9167,-43.9333,NA,NA,NA,NA,"Belo Horizonte",-19.92083,-43.93778,"P","PPLA",2373224,888,872,"America/Sao_Paulo",NA,NA,29.6760152205836,NA,NA,NA,NA,NA
"8",1388739,1019,2009-05-06,"Brazil","landslide","Mudslide","Rain","",19,NA,"","http://en.wikipedia.org/wiki/2009_Brazilian_floods_and_mudslides#cite_note-186k_homeless_from_flood-0","",NA,"Medium",1.01848,70888,"BR","SA","Mon Sep 15 2014 15:55:57 GMT+0000 (UTC)",-3.1946,-52.2093,NA,NA,NA,NA,"Altamira",-3.20333,-52.20639,"P","PPL",70888,NA,101,"America/Santarem",NA,NA,58.6177367152684,NA,NA,NA,NA,NA
"9",1390750,1020,2009-05-06,"Brazil","landslide","Mudslide","Rain","",3,NA,"","http://www.3news.co.nz/Heavy-rains-leave-186K-homeless-in-northern-Brazil/tabid/417/articleID/102883/cat/782/Default.aspx","",NA,"Medium",61.75306,48901,"BR","SA","Thu Sep 11 2014 20:29:24 GMT+0000 (UTC)",-5.0804,-45.601,NA,NA,NA,NA,"Valente",-11.41222,-39.46194,"P","PPL",12588,NA,357,"America/Bahia",NA,NA,467.578160035588,NA,NA,NA,NA,NA
"10",1533541,1142,2009-09-08,"Brazil","landslide","Complex","Downpour","",4,NA,"","http://news.bbc.co.uk/2/hi/8245351.stm","",5,"Medium",36.88261,10889,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-26.5833,-53.5833,NA,NA,NA,NA,"Breves",-1.68222,-50.48028,"P","PPL",46473,NA,7,"America/Belem",NA,NA,62.9171064518043,NA,NA,NA,NA,NA
"11",1535552,1143,2009-09-08,"Brazil","landslide","Mudslide","Downpour","",2,NA,"","http://www.google.com/hostednews/ap/article/ALeqM5h61-3gp8PfCUXW5fQWj9v2TVha5QD9AJD1F00","Urban_area",50,"Medium",0.32967,10021295,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-23.6419326,-46.4273239,NA,NA,NA,NA,"Portelandia",-17.35361,-52.67861,"P","PPL",4120,848,857,"America/Sao_Paulo",NA,NA,36.3042803747699,NA,NA,NA,NA,NA
"12",1537837,1148,2009-09-09,"Brazil","landslide","Landslide","Downpour","",NA,NA,"","http://redskynews.com/?p=1087","",NA,"Medium",13.70623,44359,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-26.9286,-49.3653,NA,NA,NA,NA,"Rodeio",-26.92278,-49.36639,"P","PPLA2",0,NA,209,"America/Sao_Paulo",NA,NA,37.1107697232269,NA,NA,NA,NA,NA
"13",1575823,1253,2009-10-10,"Brazil","landslide","Mudslide","Downpour","",4,NA,"","http://www.google.com/hostednews/canadianpress/article/ALeqM5i_9K67GZ_GVEqJIbmpkSt5BjlL7g","",10,"Medium",1.68893,272691,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.4912,-43.1856,NA,NA,NA,NA,"Petropolis",-22.505,-43.17861,"P","PPL",272691,NA,819,"America/Sao_Paulo",NA,NA,96.1538657067528,NA,NA,NA,NA,NA
"14",1580376,1300,2009-11-16,"Brazil","landslide","Mudslide","Downpour","",3,NA,"","http://www.laht.com/article.asp?ArticleId=347468&CategoryId=14090","",25,"Medium",11.27085,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-23,-43.24,NA,NA,NA,NA,"Bernardino de Campos",-23.01306,-49.47417,"P","PPL",9342,NA,698,"America/Sao_Paulo",NA,NA,184.470658826583,NA,NA,NA,NA,NA
"15",1585250,1348,2009-12-04,"Brazil","landslide","Mudslide","Downpour","",8,NA,"","http://www.google.com/hostednews/canadianpress/article/ALeqM5iJB3mW_LxHMa8LuX_ohGJzY_6-Sg","",NA,"Medium",43.60693,249219,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-29.5345,-53.3906,NA,NA,NA,NA,"Borba",-4.39143,-59.58864,"P","PPL",11918,NA,30,"America/Manaus",NA,NA,180.805373654061,NA,NA,NA,NA,NA
"16",1587261,1349,2009-12-04,"Brazil","landslide","Mudslide","Downpour","",6,NA,"Townhall","http://townhall.com/news/world/2009/12/04/brazil_20_deaths,_thousands_homeless_in_rains","Urban_area",50,"Medium",0.3153,10021295,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-23.42446618,-46.71737124,NA,NA,NA,NA,"Siqueira Campos",-23.68889,-49.83389,"P","PPL",13866,NA,622,"America/Sao_Paulo",NA,NA,70.3311133846542,NA,NA,NA,NA,NA
"17",1590319,1376,2009-12-31,"Brazil","landslide","Mudslide","Downpour","",13,NA,"","http://news.bbc.co.uk/2/hi/americas/8436388.stm","",5,"Medium",1.46658,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9158,-43.2049,NA,NA,NA,NA,"Rio de Janeiro",-22.90278,-43.2075,"P","PPLA",6023699,NA,5,"America/Sao_Paulo",NA,NA,83.5581224735569,NA,NA,NA,NA,NA
"18",1592330,1377,2009-12-31,"Brazil","landslide","Mudslide","Downpour","",5,NA,"","http://news.bbc.co.uk/2/hi/americas/8436388.stm","",1,"Medium",15.45144,454849,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9428,-43.3581,NA,NA,NA,NA,"Santa Cruz do Rio Pardo",-22.89889,-49.6325,"P","PPL",37336,NA,472,"America/Sao_Paulo",NA,NA,281.744265856526,NA,NA,NA,NA,NA
"19",1597872,1381,2010-01-01,"Brazil","landslide","Landslide","Downpour","",35,NA,"","http://www.rte.ie/news/2010/0101/brazil.html","",10,"Very_large",13.29411,153635,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-23.1077,-44.248,NA,NA,NA,NA,"Ipora",-24.00306,-53.70417,"P","PPL",10353,NA,377,"America/Sao_Paulo",NA,NA,120.376300582239,1,2444.53846153846,"BR",2444.53846153846,"BR"
"20",1599883,1382,2010-01-01,"Brazil","landslide","Mudslide","Downpour","",22,NA,"","","",25,"Large",2.5888,153635,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-23.0233,-44.3358,NA,NA,NA,NA,"Angra dos Reis",-23.00667,-44.31806,"P","PPLA2",153635,NA,8,"America/Sao_Paulo",NA,NA,121.160413071266,1,2444.53846153846,"BR",2444.53846153846,"BR"
"21",1601894,1383,2010-01-01,"Brazil","landslide","Landslide","Downpour","",12,NA,"","http://news.bbc.co.uk/2/hi/8437408.stm","",1,"Large",0.52706,153635,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-23.0085,-44.3228,NA,NA,NA,NA,"Angra dos Reis",-23.00667,-44.31806,"P","PPLA2",153635,NA,8,"America/Sao_Paulo",NA,NA,19.7136492407452,1,2444.53846153846,"BR",2444.53846153846,"BR"
"22",1606149,1428,2010-01-21,"Brazil","landslide","Landslide","Downpour","",5,NA,"Herald Sun","http://www.heraldsun.com.au/news/breaking-news/five-dead-in-brazil-storm/story-e6frf7jx-1225822359351","Urban_area",25,"Medium",0.3153,10021295,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-23.54612792,-46.6288398,NA,NA,NA,NA,"Sao Paulo",-23.5475,-46.63611,"P","PPLA",10021295,NA,769,"America/Sao_Paulo",NA,NA,8.769511453546,NA,NA,NA,NA,NA
"23",1608160,1429,2010-01-21,"Brazil","landslide","Landslide","Downpour","",2,NA,"","http://www.laht.com/article.asp?ArticleId=350899&CategoryId=14090","",5,"Medium",0.39434,111888,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-23.7141,-46.4137,NA,NA,NA,NA,"Ribeirao Pires",-23.71056,-46.41333,"P","PPL",111888,NA,760,"America/Sao_Paulo",NA,NA,22.5561045511981,NA,NA,NA,NA,NA
"24",1610171,1430,2010-01-21,"Brazil","landslide","Landslide","Downpour","",2,NA,"","http://www.laht.com/article.asp?ArticleId=350899&CategoryId=14090","",5,"Medium",0.05651,386069,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-23.6682,-46.4617,NA,NA,NA,NA,"Maua",-23.66778,-46.46139,"P","PPLA2",386069,NA,773,"America/Sao_Paulo",NA,NA,2.68397345102557,NA,NA,NA,NA,NA
"25",1613188,1458,2010-01-28,"Brazil","landslide","Mudslide","Downpour","",3,NA,"","http://english.cri.cn/6966/2010/01/30/2321s546645.htm","",5,"Medium",0.26655,171790,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-23.2801,-46.7433,NA,NA,NA,NA,"Francisco Morato",-23.28167,-46.74528,"P","PPL",171790,NA,803,"America/Sao_Paulo",NA,NA,10.5967927433236,NA,NA,NA,NA,NA
"26",1651862,1617,2010-04-05,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",2.64466,456456,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9019,-43.0874,NA,NA,NA,NA,"Japoata",-10.34667,-36.80111,"P","PPL",4207,NA,88,"America/Maceio",NA,NA,71.9908916471006,NA,NA,NA,NA,NA
"27",1653876,1621,2010-04-06,"Brazil","landslide","Complex","Downpour","",63,NA,"","http://www.cnn.com/2010/WORLD/americas/04/12/brazil.flooding.mudslides/","",50,"Very_large",0.22982,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9035,-43.2096,NA,NA,NA,NA,"Rio de Janeiro",-22.90278,-43.2075,"P","PPLA",6023699,NA,5,"America/Sao_Paulo",NA,NA,9.38737910796645,NA,NA,NA,NA,NA
"28",1655887,1622,2010-04-06,"Brazil","landslide","Mudslide","Downpour","",25,NA,"","http://www.guardian.co.uk/world/2010/apr/11/rio-brazil-slum-forced-evictions","",1,"Large",3.14756,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9312,-43.2075,NA,NA,NA,NA,"Trindade",-16.64944,-49.48889,"P","PPL",97521,NA,768,"America/Sao_Paulo",NA,NA,11.3079749235458,NA,NA,NA,NA,NA
"29",1657898,1623,2010-04-06,"Brazil","landslide","Mudslide","Downpour","",2,NA,"","http://news.google.com/news/url?sa=t&ct2=us%2F0_0_s_0_0_t&ct3=MAA4AEgAUABqAnVz&usg=AFQjCNGqL6DeBIZeNtQwqcY3vqPT_l8x1A&sig2=C-LH5rOQ18Sj4psoIgVKxg&cid=17593737277262&ei=3pvHS7CfGt3SlQfN4-uhAw&rt=SEARCH&vm=STANDARD&url=http%3A%2F%2Fwww.guardian.co.u","",5,"Medium",10.98155,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9928,-43.2524,NA,NA,NA,NA,"Bernardino de Campos",-23.01306,-49.47417,"P","PPL",9342,NA,698,"America/Sao_Paulo",NA,NA,244.336645283465,NA,NA,NA,NA,NA
"30",1659909,1624,2010-04-06,"Brazil","landslide","Mudslide","Downpour","",16,NA,"","http://www.cnn.com/2010/WORLD/americas/04/12/brazil.flooding.mudslides/","",1,"Large",0.05522,0,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.8271,-43.0544,NA,NA,NA,NA,"Sao Goncalo",-22.82694,-43.05389,"P","PPLA2",0,NA,21,"America/Sao_Paulo",NA,NA,2.4053726074611,NA,NA,NA,NA,NA
"31",1661920,1625,2010-04-06,"Brazil","landslide","Mudslide","Downpour","",1,NA,"","","",10,"Medium",0.38214,272691,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.5046,-43.1823,NA,NA,NA,NA,"Petropolis",-22.505,-43.17861,"P","PPL",272691,NA,819,"America/Sao_Paulo",NA,NA,20.6332766200632,NA,NA,NA,NA,NA
"32",1663931,1626,2010-04-06,"Brazil","landslide","Mudslide","Downpour","",1,NA,"","","",1,"Medium",0.61159,36098,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.6053,-43.7034,NA,NA,NA,NA,"Paracambi",-22.60829,-43.7084,"P","PPL",36098,NA,51,"America/Sao_Paulo",NA,NA,32.2367527535079,NA,NA,NA,NA,NA
"33",1665942,1627,2010-04-06,"Brazil","landslide","Mudslide","Downpour","",1,NA,"","","",15,"Medium",14.50668,31202,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.6567,-43.0398,NA,NA,NA,NA,"Igreja Nova",-10.12528,-36.66194,"P","PPL",4605,NA,34,"America/Maceio",NA,NA,518.019017558766,NA,NA,NA,NA,NA
"34",1667953,1628,2010-04-06,"Brazil","landslide","Mudslide","Downpour","",1,NA,"","http://www.dominicacentral.com/general/community/heavy-overnight-rains-cause-landslides-across-island.html","",5,"Medium",0.14756,147281,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.8086,-43.4147,NA,NA,NA,NA,"Nilopolis",-22.8075,-43.41389,"P","PPL",147281,NA,27,"America/Sao_Paulo",NA,NA,7.84796071339362,NA,NA,NA,NA,NA
"35",1669964,1629,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","http://www.dominicacentral.com/general/community/heavy-overnight-rains-cause-landslides-across-island.html","",5,"Medium",5.2411,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9376,-43.2421,NA,NA,NA,NA,"Trindade",-16.64944,-49.48889,"P","PPL",97521,NA,768,"America/Sao_Paulo",NA,NA,139.65155813465,NA,NA,NA,NA,NA
"36",1671975,1630,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","http://www.dominicacentral.com/general/community/heavy-overnight-rains-cause-landslides-across-island.html","",5,"Medium",9.90639,147281,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.8961,-43.4272,NA,NA,NA,NA,"Independencia",-5.39639,-40.30861,"P","PPL",11113,NA,341,"America/Fortaleza",NA,NA,147.525100268059,NA,NA,NA,NA,NA
"37",1673986,1631,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","http://www.dominicacentral.com/general/community/heavy-overnight-rains-cause-landslides-across-island.html","",10,"Medium",24.33967,147281,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-23.0189,-43.4788,NA,NA,NA,NA,"Mongagua",-24.09306,-46.62083,"P","PPLA2",45930,NA,8,"America/Sao_Paulo",NA,NA,76.0181468584066,NA,NA,NA,NA,NA
"38",1675997,1632,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","http://news.bbc.co.uk/2/hi/americas/8619624.stm","",5,"Medium",4.85698,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9458,-43.2167,NA,NA,NA,NA,"Trindade",-16.64944,-49.48889,"P","PPL",97521,NA,768,"America/Sao_Paulo",NA,NA,93.3511047637244,NA,NA,NA,NA,NA
"39",1678008,1633,2010-04-06,"Brazil","landslide","Mudslide","Downpour","",0,NA,"","","",1,"Medium",3.27331,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9033,-43.2394,NA,NA,NA,NA,"Rio de Janeiro",-22.90278,-43.2075,"P","PPLA",6023699,NA,5,"America/Sao_Paulo",NA,NA,124.471634225731,NA,NA,NA,NA,NA
"40",1680019,1634,2010-04-06,"Brazil","landslide","Landslide","Downpour","",10,NA,"","","",5,"Medium",5.15348,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9493,-43.2063,NA,NA,NA,NA,"Trindade",-16.64944,-49.48889,"P","PPL",97521,NA,768,"America/Sao_Paulo",NA,NA,106.257381107215,NA,NA,NA,NA,NA
"41",1682030,1635,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",4.16197,456456,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.8852,-43.0631,NA,NA,NA,NA,"Niteroi",-22.88333,-43.10361,"P","PPL",456456,NA,44,"America/Sao_Paulo",NA,NA,162.249802442886,NA,NA,NA,NA,NA
"42",1684041,1636,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"Unknown","","Unknown",5,"Small",2.81832,456456,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.91017122,-43.09175971,NA,NA,NA,NA,"Japoata",-10.34667,-36.80111,"P","PPL",4207,NA,88,"America/Maceio",NA,NA,34.1059661377693,NA,NA,NA,NA,NA
"43",1686052,1637,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",3.26492,0,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.8279,-43.0221,NA,NA,NA,NA,"Sao Goncalo",-22.82694,-43.05389,"P","PPLA2",0,NA,21,"America/Sao_Paulo",NA,NA,135.87990819043,NA,NA,NA,NA,NA
"44",1688063,1638,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",2.68365,456456,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.8999,-43.1227,NA,NA,NA,NA,"Niteroi",-22.88333,-43.10361,"P","PPL",456456,NA,44,"America/Sao_Paulo",NA,NA,129.817285024241,NA,NA,NA,NA,NA
"45",1690074,1639,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",25.74342,147281,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-23.0291,-43.4897,NA,NA,NA,NA,"Mongagua",-24.09306,-46.62083,"P","PPLA2",45930,NA,8,"America/Sao_Paulo",NA,NA,35.5619959001534,NA,NA,NA,NA,NA
"46",1692085,1640,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",13.07783,0,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9012,-42.9548,NA,NA,NA,NA,"Neopolis",-10.32,-36.57944,"P","PPL",12421,NA,49,"America/Maceio",NA,NA,375.794517350991,NA,NA,NA,NA,NA
"47",1694096,1641,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",4.51694,456456,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9214,-43.0878,NA,NA,NA,NA,"Japoata",-10.34667,-36.80111,"P","PPL",4207,NA,88,"America/Maceio",NA,NA,54.9220953122815,NA,NA,NA,NA,NA
"48",1696107,1642,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",5,"Medium",2.79163,12620,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.7474,-44.1285,NA,NA,NA,NA,"Candido Mota",-22.74639,-50.38694,"P","PPL",28144,NA,483,"America/Sao_Paulo",NA,NA,114.911956419016,NA,NA,NA,NA,NA
"49",1698118,1643,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","http://kezi.com/page/169023","",1,"Medium",10.78103,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.808,-43.1835,NA,NA,NA,NA,"Goianira",-16.49611,-49.42639,"P","PPL",22822,NA,760,"America/Sao_Paulo",NA,NA,255.45819855255,NA,NA,NA,NA,NA
"50",1700129,1644,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",11.0303,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9925,-43.2542,NA,NA,NA,NA,"Bernardino de Campos",-23.01306,-49.47417,"P","PPL",9342,NA,698,"America/Sao_Paulo",NA,NA,250.555701854574,NA,NA,NA,NA,NA
