"","country","year(date)","landslides","earthquakes","fatalities","injuries","avg_affected_pop","avg_elevation","avg_magnitude","max_magnitude","mode_damage","earthquake_houses_damaged","avg_distance_to_city"
"440","Paraguay",2013,1,0,NA,NA,198553,NA,NA,NA,"numeric",NA,NA
"441","Peru",2007,2,1,NA,NA,NA,NA,NA,NA,"numeric",NA,NA
"442","Peru",2008,3,3,NA,NA,NA,NA,NA,NA,"numeric",NA,NA
"443","Peru",2009,12,1,NA,NA,NA,NA,NA,NA,"numeric",NA,NA
"444","Peru",2010,18,1,NA,NA,NA,NA,NA,NA,"numeric",NA,NA
"445","Peru",2011,5,1,NA,NA,NA,NA,NA,NA,"numeric",NA,NA
"446","Peru",2012,5,1,NA,NA,NA,NA,NA,NA,"numeric",NA,NA
"447","Peru",2013,1,2,NA,NA,NA,NA,NA,NA,"numeric",NA,NA
"448","Peru",2014,2,1,11,230,NA,NA,NA,NA,"numeric",NA,NA
"449","Peru",2015,0,2,NA,NA,NA,NA,7.6,7.6,"numeric",NA,NA
"450","Peru",2016,0,2,5,84,NA,NA,5.8,6.2,"numeric",1331,NA
"451","Philippines",2007,39,2,NA,NA,NA,NA,NA,NA,"numeric",NA,NA
"452","Philippines",2008,61,1,NA,NA,NA,NA,NA,NA,"numeric",NA,NA
"453","Philippines",2009,71,1,NA,NA,NA,NA,NA,NA,"numeric",NA,NA
"454","Philippines",2010,89,1,NA,NA,NA,NA,NA,NA,"numeric",NA,NA
"455","Philippines",2011,143,2,NA,NA,NA,NA,NA,NA,"numeric",NA,NA
"456","Philippines",2012,51,4,NA,NA,NA,NA,NA,NA,"numeric",NA,NA
"457","Philippines",2013,73,2,NA,NA,NA,NA,NA,NA,"numeric",NA,NA
"458","Philippines",2014,22,1,NA,NA,NA,NA,NA,NA,"numeric",NA,NA
"459","Philippines",2017,0,2,NA,208,NA,NA,6.2,6.5,"numeric",5150,NA
"460","Phillipines",2014,7,0,3,9,23703.2857142857,NA,NA,NA,"numeric",NA,NA
"461","Poland",2010,2,0,0,NA,2100,NA,NA,NA,"numeric",NA,NA
"462","Poland",2016,0,1,8,9,NA,NA,NA,NA,"numeric",NA,NA
"463","Portugal",2010,2,0,44,NA,5574.5,NA,NA,NA,"numeric",NA,NA
"464","Portugal",2013,3,0,NA,NA,23862.6666666667,NA,NA,NA,"numeric",NA,NA
"465","Puerto Rico",2007,1,0,NA,NA,418140,NA,NA,NA,"numeric",NA,NA
"466","Puerto Rico",2010,1,0,0,NA,944,NA,NA,NA,"numeric",NA,NA
"467","Romania",2010,3,0,0,NA,1705.66666666667,NA,NA,NA,"numeric",NA,NA
"468","Russia",2007,0,2,NA,NA,NA,NA,7.15,8.1,"numeric",NA,NA
"469","Russia",2008,0,3,NA,NA,NA,NA,6.53333333333333,7.7,"numeric",NA,NA
"470","Russia",2009,0,1,NA,NA,NA,NA,7.4,7.4,"numeric",NA,NA
"471","Russia",2010,2,0,0,NA,32811.5,731,NA,NA,"numeric",NA,14720.3248876993
"472","Russia",2011,1,1,NA,NA,NA,NA,NA,NA,"numeric",NA,NA
"473","Russia",2012,2,1,NA,NA,NA,NA,NA,NA,"numeric",NA,NA
"474","Russia",2013,1,4,NA,NA,NA,NA,NA,NA,"numeric",NA,NA
"475","Russia",2014,5,0,1,0,8272,731,NA,NA,"numeric",NA,9441.16194023728
"476","Rwanda",2007,2,0,NA,NA,85154,1461,NA,NA,"numeric",NA,412.963025852124
"477","Rwanda",2008,0,1,1,109,NA,NA,4.9,4.9,"numeric",5,NA
"478","Rwanda",2010,1,0,14,NA,83623,1461,NA,NA,"numeric",NA,98.4148186843889
"479","Rwanda",2013,1,0,NA,NA,70593,1461,NA,NA,"numeric",NA,471.06679905421
"480","Rwanda",2015,0,1,3,30,NA,NA,5.5,5.5,"numeric",NA,NA
"481","Rwanda",2016,0,1,3,25,NA,NA,4.8,4.8,"numeric",NA,NA
"482","Saint Vincent and the Grenadines",2010,7,0,4,NA,2479,NA,NA,NA,"numeric",NA,NA
"483","Samoa",2009,0,1,192,NA,NA,NA,8.1,8.1,"numeric",NA,NA
"484","Saudi Arabia",2009,0,2,NA,NA,NA,NA,5.15,5.7,"numeric",NA,NA
"485","Scotland",2014,1,0,0,0,14108,115,NA,NA,"numeric",NA,12662.9587196267
"486","Scottland",2014,2,0,0,0,1232.5,115,NA,NA,"numeric",NA,8694.97410369177
"487","Serbia",2010,1,0,NA,NA,0,NA,NA,NA,"numeric",NA,NA
"488","Serbia And Montenegro",2010,0,1,2,100,NA,NA,5.5,5.5,"numeric",5000,NA
"489","Serbia And Montenegro",2015,0,1,NA,NA,NA,NA,4.4,4.4,"numeric",100,NA
"490","Sierra Leone",2008,1,0,NA,NA,5460,33,NA,NA,"numeric",NA,136.097481323503
"491","Sierra Leone",2009,1,0,7,NA,802639,49,NA,NA,"numeric",NA,4.69810170716114
"492","Sierra Leone",2010,2,0,18,NA,802639,49,NA,NA,"numeric",NA,72.8746882171564
"493","Sierra Leone",2012,1,0,NA,NA,802639,49,NA,NA,"numeric",NA,76.9629373672518
"494","Sierra Leone",2013,1,0,10,NA,802639,49,NA,NA,"numeric",NA,42.5063036600143
"495","Sierra Leone",2014,1,0,5,0,802639,49,NA,NA,"numeric",NA,41.3309812862484
"496","Singapore",2008,1,0,NA,NA,145639,23,NA,NA,"numeric",NA,684.48515743601
"497","Slovakia",2010,2,0,0,NA,122687.5,242.5,NA,NA,"numeric",NA,133.613973832596
"498","Slovenia",2007,1,0,NA,NA,7933,439,NA,NA,"numeric",NA,162.228023702782
"499","Solomon Islands",2007,0,2,NA,NA,NA,NA,7.65,8.1,"numeric",NA,NA
"500","Solomon Islands",2009,0,1,NA,NA,NA,NA,7.8,7.8,"numeric",NA,NA
"501","Solomon Islands",2010,1,3,NA,NA,NA,NA,NA,NA,"numeric",NA,NA
"502","Solomon Islands",2012,0,1,NA,NA,NA,NA,6.4,6.4,"numeric",NA,NA
"503","Solomon Islands",2013,0,2,NA,NA,NA,NA,7.45,7.9,"numeric",NA,NA
"504","Solomon Islands",2014,0,2,NA,NA,NA,NA,7.5,7.6,"numeric",NA,NA
"505","Solomon Islands",2015,0,2,NA,NA,NA,NA,6.85,7,"numeric",NA,NA
"506","Solomon Islands",2016,0,2,NA,NA,NA,NA,7.35,7.8,"numeric",NA,NA
"507","Solomons Island",2013,1,0,NA,NA,56298,49,NA,NA,"numeric",NA,1526.78913239707
"508","South Africa",2008,3,0,NA,NA,15966,NA,NA,NA,"numeric",NA,NA
"509","South Africa",2009,1,1,5,NA,NA,NA,NA,NA,"numeric",NA,NA
"510","South Africa",2011,1,0,0,NA,6922,NA,NA,NA,"numeric",NA,NA
"511","South Africa",2012,4,0,NA,NA,16352.5,NA,NA,NA,"numeric",NA,NA
"512","South Africa",2013,7,0,0,NA,987993.428571429,NA,NA,NA,"numeric",NA,NA
"513","South Africa",2014,1,1,1,2,NA,NA,NA,NA,"numeric",NA,NA
"514","South Georgia And The South Sandwich Islands",2016,0,1,NA,NA,NA,NA,7.4,7.4,"numeric",NA,NA
"515","South Korea",2008,2,0,5,NA,54326,NA,NA,NA,"numeric",NA,NA
"516","South Korea",2011,7,0,84,NA,5941947.42857143,NA,NA,NA,"numeric",NA,NA
"517","South Korea",2012,1,0,1,NA,29691,NA,NA,NA,"numeric",NA,NA
"518","South Korea",2016,0,1,1,14,NA,NA,4.6,4.6,"numeric",106,NA
"519","Spain",2007,3,0,NA,NA,129654.333333333,336,NA,NA,"numeric",NA,122.964194066504
"520","Spain",2008,1,0,NA,NA,401270,34,NA,NA,"numeric",NA,17.1438742361494
"521","Spain",2010,3,0,2,NA,6106.66666666667,402.333333333333,NA,NA,"numeric",NA,8.15361048961401
"522","Spain",2011,1,1,10,NA,NA,NA,NA,NA,"numeric",NA,NA
"523","Spain",2013,1,0,NA,NA,2317,244,NA,NA,"numeric",NA,89.5721486467941
"524","Spain",2014,1,0,1,0,16890,147,NA,NA,"numeric",NA,22.0722125085967
"525","Sri Lanka",2007,4,0,NA,NA,47164.75,NA,NA,NA,"numeric",NA,NA
"526","Sri Lanka",2008,5,0,NA,NA,20367.6,NA,NA,NA,"numeric",NA,NA
"527","Sri Lanka",2010,10,0,3,NA,57747.8,NA,NA,NA,"numeric",NA,NA
"528","Sri Lanka",2011,34,0,NA,NA,48756.1764705882,NA,NA,NA,"numeric",NA,NA
"529","Sri Lanka",2012,2,0,NA,NA,16058,NA,NA,NA,"numeric",NA,NA
"530","Sri Lanka",2013,3,0,NA,NA,54669.6666666667,NA,NA,NA,"numeric",NA,NA
"531","Sri Lanka",2014,2,0,11,0,8241,NA,NA,NA,"numeric",NA,NA
"532","St Lucia",2013,1,0,NA,NA,1906,NA,NA,NA,"numeric",NA,NA
"533","St Vincent And The Grenadines",2013,1,0,5,NA,1680,NA,NA,NA,"numeric",NA,NA
"534","St. Lucia",2008,1,0,NA,NA,4574,NA,NA,NA,"numeric",NA,NA
"535","St. Vincent and the Grenadines",2010,1,0,0,NA,1680,NA,NA,NA,"numeric",NA,NA
"536","St. Vincent and the Grenadines",2011,1,0,0,NA,1680,NA,NA,NA,"numeric",NA,NA
"537","Sudan",2013,1,0,6,5,1200000,391,NA,NA,"numeric",NA,489.056480718328
"538","Swaziland",2012,1,0,1,NA,76218,1209,NA,NA,"numeric",NA,150.973853204476
"539","Switzerland",2011,2,0,0,NA,2695,710.5,NA,NA,"numeric",NA,506.387225025096
"540","Switzerland",2013,2,0,NA,NA,5683.5,489,NA,NA,"numeric",NA,174.066570076546
"541","Switzerland",2014,2,0,0,0,4377,832.5,NA,NA,"numeric",NA,162.930197055891
"542","Taiwan",2007,5,0,NA,NA,3148760,NA,NA,NA,"numeric",NA,NA
"543","Taiwan",2008,7,0,NA,NA,1268499.57142857,NA,NA,NA,"numeric",NA,NA
"544","Taiwan",2009,8,1,NA,NA,NA,NA,NA,NA,"numeric",NA,NA
"545","Taiwan",2010,16,1,NA,NA,NA,NA,NA,NA,"numeric",NA,NA
"546","Taiwan",2011,3,0,0,NA,2787867.66666667,NA,NA,NA,"numeric",NA,NA
"547","Taiwan",2012,4,1,NA,NA,NA,NA,NA,NA,"numeric",NA,NA
"548","Taiwan",2013,9,2,5,NA,NA,NA,NA,NA,"numeric",NA,NA
"549","Taiwan",2015,0,1,1,1,NA,NA,6.4,6.4,"numeric",1,NA
"550","Taiwan",2016,0,1,116,525,NA,NA,6.4,6.4,"numeric",NA,NA
"551","Tajikistan",2007,7,1,NA,NA,NA,NA,NA,NA,"numeric",NA,NA
"552","Tajikistan",2009,2,0,3,NA,37471.5,427,NA,NA,"numeric",NA,446.097657494905
"553","Tajikistan",2010,1,1,NA,NA,NA,NA,NA,NA,"numeric",NA,NA
"554","Tajikistan",2011,1,0,1,NA,679400,767,NA,NA,"numeric",NA,7.28403490286926
"555","Tajikistan",2012,0,1,1,NA,NA,NA,5.7,5.7,"numeric",NA,NA
"556","Tajikistan",2015,0,1,2,NA,NA,NA,7.2,7.2,"numeric",NA,NA
"557","Tajikistan",2016,0,1,NA,NA,NA,NA,5.4,5.4,"numeric",NA,NA
"558","Tajkikistan",2014,1,0,14,0,0,476,NA,NA,"numeric",NA,1121.25865118244
"559","Tanzania",2009,1,0,20,NA,17455,NA,NA,NA,"numeric",NA,NA
"560","Tanzania",2011,2,0,7,NA,12634,NA,NA,NA,"numeric",NA,NA
"561","Tanzania",2013,1,0,NA,NA,17754,NA,NA,NA,"numeric",NA,NA
"562","Tanzania",2016,0,1,19,252,NA,NA,5.9,5.9,"numeric",6281,NA
"563","Tasmania",2007,1,0,NA,NA,1035,152,NA,NA,"numeric",NA,75.2371827400857
"564","Tasmania",2010,1,0,0,NA,1035,24,NA,NA,"numeric",NA,686.632907859051
"565","Thailand",2007,6,0,NA,NA,10946.6666666667,99.1666666666667,NA,NA,"numeric",NA,118.708108972213
"566","Thailand",2008,2,0,NA,NA,7398.5,73,NA,NA,"numeric",NA,190.527159144001
"567","Thailand",2009,3,0,NA,NA,0,280.666666666667,NA,NA,"numeric",NA,226.310684706111
"568","Thailand",2010,14,0,NA,NA,20960.5,59.5,NA,NA,"numeric",NA,260.986166570729
"569","Thailand",2011,16,0,NA,NA,10275.5625,94.25,NA,NA,"numeric",NA,205.681172341616
"570","Thailand",2012,2,0,NA,NA,32941.5,211.5,NA,NA,"numeric",NA,233.57341414376
"571","Thailand",2013,9,0,NA,NA,13923.1111111111,185.888888888889,NA,NA,"numeric",NA,215.774411528103
"572","Thailand",2014,6,1,4,NA,NA,NA,NA,NA,"numeric",NA,NA
"573","Tibet",2012,1,0,NA,NA,0,194,NA,NA,"numeric",NA,89.9858829639153
"574","Tibet",2014,1,0,0,0,0,148,NA,NA,"numeric",NA,19.4328107767763
"575","Tonga",2009,0,1,NA,NA,NA,NA,7.6,7.6,"numeric",NA,NA
"576","Trinidad and Tobago",2007,5,0,NA,NA,6593.6,NA,NA,NA,"numeric",NA,NA
"577","Trinidad and Tobago",2008,5,0,NA,NA,17146.4,NA,NA,NA,"numeric",NA,NA
"578","Trinidad and Tobago",2009,1,0,0,NA,26700,NA,NA,NA,"numeric",NA,NA
"579","Trinidad and Tobago",2010,25,0,NA,NA,18157.48,NA,NA,NA,"numeric",NA,NA
"580","Trinidad and Tobago",2011,11,0,1,NA,26682.3636363636,NA,NA,NA,"numeric",NA,NA
"581","Trinidad and Tobago",2012,10,0,NA,NA,10551.8,NA,NA,NA,"numeric",NA,NA
"582","Trinidad And Tobago",2013,5,0,NA,NA,16945.2,NA,NA,NA,"numeric",NA,NA
"583","Turkey",2007,1,4,NA,NA,NA,NA,NA,NA,"numeric",NA,NA
"584","Turkey",2008,2,1,NA,NA,NA,NA,NA,NA,"numeric",NA,NA
"585","Turkey",2009,4,0,NA,NA,78407.75,1189.75,NA,NA,"numeric",NA,459.911365277074
"586","Turkey",2010,1,1,63,NA,NA,NA,NA,NA,"numeric",NA,NA
"587","Turkey",2011,1,3,648,NA,NA,NA,NA,NA,"numeric",NA,NA
"588","Turkey",2012,0,2,NA,29,NA,NA,5.7,6.1,"numeric",NA,NA
"589","Turkey",2013,3,0,NA,NA,221108.333333333,435,NA,NA,"numeric",NA,878.220360410034
"590","Turkey",2014,1,0,1,10,0,6,NA,NA,"numeric",NA,520.477501505662
"591","Uganda",2007,1,0,NA,NA,0,NA,NA,NA,"numeric",NA,NA
"592","Uganda",2009,3,0,NA,NA,51423,NA,NA,NA,"numeric",NA,NA
"593","Uganda",2010,16,0,406,NA,17143.75,NA,NA,NA,"numeric",NA,NA
"594","Uganda",2011,6,0,49,NA,3766.66666666667,NA,NA,NA,"numeric",NA,NA
"595","Uganda",2012,5,0,NA,NA,275020.6,NA,NA,NA,"numeric",NA,NA
"596","Uganda",2013,7,0,4,NA,2744.85714285714,NA,NA,NA,"numeric",NA,NA
"597","Uk",2007,0,1,NA,1,NA,NA,4.6,4.6,"numeric",NA,NA
"598","Uk",2008,0,1,NA,1,NA,NA,4.8,4.8,"numeric",NA,NA
"599","Ukraine",2010,1,0,2,NA,2573,NA,NA,NA,"numeric",NA,NA
"600","United Arab Emirates",2008,1,0,NA,NA,44411,2,NA,NA,"numeric",NA,563.886080964682
"601","United Kingdom",2007,11,0,NA,NA,15616.2727272727,115,NA,NA,"numeric",NA,7529.76840598113
"602","United Kingdom",2008,10,0,NA,NA,76566,115,NA,NA,"numeric",NA,8978.76138561609
"603","United Kingdom",2009,9,0,NA,NA,5928.55555555556,115,NA,NA,"numeric",NA,8131.23831139564
"604","United Kingdom",2010,17,0,0,NA,30633.6470588235,NA,NA,NA,"numeric",NA,NA
"605","United Kingdom",2011,13,0,NA,NA,20398.1538461538,115,NA,NA,"numeric",NA,11773.1759419657
"606","United Kingdom",2012,32,0,NA,NA,18351.5625,NA,NA,NA,"numeric",NA,NA
"607","United Kingdom",2013,19,0,NA,NA,15325.7368421053,115,NA,NA,"numeric",NA,8912.43400039886
"608","United Kingdom",2014,37,0,0,0,17693.5789473684,112.552631578947,NA,NA,"numeric",NA,5523.53239954327
"609","United States",2007,46,0,NA,NA,75105.9347826087,NA,NA,NA,"numeric",NA,NA
"610","United States",2008,90,0,NA,NA,14582.3,NA,NA,NA,"numeric",NA,NA
"611","United States",2009,88,0,NA,NA,28802.8863636364,NA,NA,NA,"numeric",NA,NA
"612","United States",2010,299,0,NA,NA,27969.3210702341,NA,NA,NA,"numeric",NA,NA
"613","United States",2011,382,0,NA,NA,29192.219895288,NA,NA,NA,"numeric",NA,NA
"614","United States",2012,134,0,NA,NA,53455.5447761194,NA,NA,NA,"numeric",NA,NA
"615","United States",2013,264,0,NA,NA,23126.4090909091,NA,NA,NA,"numeric",NA,NA
"616","United States",2014,137,0,48,10,86234.85,NA,NA,NA,"numeric",NA,NA
"617","United States",2015,1,0,0,0,8881,NA,NA,NA,"numeric",NA,NA
"618","United States",2013,1,0,3,NA,97385,NA,NA,NA,"numeric",NA,NA
"619","US Virgin Islands",2010,1,0,0,NA,50601,NA,NA,NA,"numeric",NA,NA
"620","Usa",2007,0,6,NA,NA,NA,NA,4.46666666666667,6.7,"numeric",NA,NA
"621","Usa",2008,0,4,NA,NA,NA,NA,5.425,6,"numeric",NA,NA
"622","Usa",2010,0,3,NA,NA,NA,NA,5.33333333333333,6.5,"numeric",NA,NA
"623","Usa",2011,0,7,NA,NA,NA,NA,5.58571428571429,7.3,"numeric",NA,NA
"624","Usa",2013,0,2,NA,NA,NA,NA,4.8,7.5,"numeric",NA,NA
"625","Usa",2014,0,4,NA,NA,NA,NA,6.275,7.9,"numeric",NA,NA
"626","Usa",2015,0,1,NA,NA,NA,NA,6.9,6.9,"numeric",NA,NA
"627","Usa",2016,0,2,NA,NA,NA,NA,6.05,7.1,"numeric",NA,NA
"628","Usa Territory",2010,0,3,NA,NA,NA,NA,5.7,6.9,"numeric",NA,NA
"629","Usa Territory",2014,0,1,NA,NA,NA,NA,6.4,6.4,"numeric",NA,NA
"630","Usa Territory",2016,0,1,NA,NA,NA,NA,7.7,7.7,"numeric",NA,NA
"631","Uzbekistan",2011,0,1,14,86,NA,NA,6.1,6.1,"numeric",NA,NA
"632","Vanuatu",2007,0,2,NA,NA,NA,NA,7.15,7.2,"numeric",NA,NA
"633","Vanuatu",2008,0,1,NA,NA,NA,NA,6.4,6.4,"numeric",NA,NA
"634","Vanuatu",2009,0,3,NA,NA,NA,NA,6.53333333333333,7.6,"numeric",NA,NA
"635","Vanuatu",2010,0,2,NA,NA,NA,NA,7.25,7.3,"numeric",NA,NA
"636","Vanuatu",2011,0,3,NA,NA,NA,NA,6.86666666666667,7.1,"numeric",NA,NA
"637","Vanuatu",2012,0,2,NA,NA,NA,NA,6.65,7,"numeric",NA,NA
"638","Vanuatu",2013,1,0,0,NA,705,NA,NA,NA,"numeric",NA,NA
"639","Vanuatu",2015,0,1,NA,NA,NA,NA,6.4,6.4,"numeric",NA,NA
"640","Vanuatu",2016,0,1,NA,NA,NA,NA,7,7,"numeric",NA,NA
"641","Venezuela",2008,1,1,NA,NA,NA,NA,NA,NA,"numeric",NA,NA
"642","Venezuela",2009,0,2,NA,NA,NA,NA,5.85,6.3,"numeric",NA,NA
"643","Venezuela",2010,15,1,NA,NA,NA,NA,NA,NA,"numeric",NA,NA
"644","Venezuela",2011,4,0,2,NA,763141,NA,NA,NA,"numeric",NA,NA
"645","Venezuela",2015,0,1,1,NA,NA,NA,5.3,5.3,"numeric",83,NA
"646","Vietnam",2007,8,0,NA,NA,19316.375,NA,NA,NA,"numeric",NA,NA
"647","Vietnam",2008,22,0,NA,NA,24068.5,NA,NA,NA,"numeric",NA,NA
"648","Vietnam",2009,7,0,NA,NA,8428.57142857143,NA,NA,NA,"numeric",NA,NA
"649","Vietnam",2010,26,0,22,NA,42623.7692307692,NA,NA,NA,"numeric",NA,NA
"650","Vietnam",2011,7,0,22,NA,44319.4285714286,NA,NA,NA,"numeric",NA,NA
"651","Vietnam",2012,6,0,NA,NA,78690.5,NA,NA,NA,"numeric",NA,NA
"652","Vietnam",2013,19,0,NA,NA,40883.9473684211,NA,NA,NA,"numeric",NA,NA
"653","Vietnam",2014,1,0,0,0,0,NA,NA,NA,"numeric",NA,NA
"654","Yemen",2007,1,0,NA,NA,0,NA,NA,NA,"numeric",NA,NA
"655","Yemen",2008,1,0,NA,NA,41,NA,NA,NA,"numeric",NA,NA
"656","Yemen",2009,1,0,11,NA,10593,NA,NA,NA,"numeric",NA,NA
"657","Yemen",2012,2,0,14,NA,333546,NA,NA,NA,"numeric",NA,NA
"658","Zambia",2010,1,0,9,NA,8547,NA,NA,NA,"numeric",NA,NA
