apps_sydney_2017/data/country_data/br	year	month	day	focal_depth	magnitute	country	location_name	latitude	longitude	deaths	missing	injuries	damage_millions_dollars			damage_description	houses_destroyed	houses_destroyed_description	houses_damaged	houses_damaged_description	total_deaths	total_deaths_description	total_missing	total_missing_description	total_injuries	total_injuries_description	total_damage_millions_dollars	total_damage_range	total_damage_description	total_houses_destroyed	total_houses_damaged
	2009	10	1	10	6.6	indonesia	indonesia:  sumatra:  southern:  kerinci	-2.515	101.501	3			10			3		3		3	3	1					10	~$5 to $24 Million	3		
Tsu	2009	10	7	45	7.6	vanuatu	vanuatu islands	-13.006	166.51																			#N/A			
	2009	10	7	35	7.8	solomon islands	solomon islands:  santa cruz islands	-12.517	166.382																			#N/A			
	2009	10	9	35	5.4	ecuador	ecuador:  tena	-0.962	-77.817							1												Less than $1 Million	1		
	2009	10	22	18	6.1	afghanistan	afghanistan:  hindu kush	36.517	70.95	5						1					5	1						Less than $1 Million	1		
	2009	10	29	26	5.3	bhutan	bhutan:  mongar, pemagatsel, tashigang	27.262	91.417							2	1	1	1	1								~$1 to $5 Million	2	1	116
	2009	11	1	25	4.9	china	china:  yunnan province	25.962	100.825			28					1000	3	1000	3					28	1		#N/A		1000	30000
	2009	11	3	14	5.1	iran	iran:  bandar abbas	27.334	56.202			269				1									269	3		Less than $1 Million	1		
	2009	11	8	18	6.6	indonesia	indonesia:  sumabawa:  bima	-8.207	118.631	2		200	2.43			2					2	1			200	3	2.43	~$1 to $5 Million	2		
	2009	11	27	7	5.4	venezuela	venezuela:  siquisique	10.434	-69.715							1												Less than $1 Million	1		
	2009	12	6	2	3.5	south africa	south africa:  carletonville	-26.414	27.494	2		3									2	1			3	1		#N/A			
	2009	12	8	8	5.9	malawi	malawi:  karonga	-9.948	33.878	1		15				3					1	1			15	1		~$5 to $24 Million	3		3000
	2009	12	12	10	5.1	india	india:  maharashtra:  satara	17.109	73.767							1												Less than $1 Million	1		
	2009	12	17	7	4.9	japan	japan:  honshu:  ito	34.921	139.261			7				1									7	1		Less than $1 Million	1		20
	2009	12	19	57	6.4	taiwan	taiwan:  hualien	23.796	121.605			14				1				1					14	1		Less than $1 Million	1		
	2009	12	19	6	6	malawi	malawi:  karonga	-10.108	33.818	3		250				3	1111	4	1111	4	3	1			250	3		~$5 to $24 Million	3	1111	3565
	2009	12	30	9	5.9	mexico	mexico:  mexicali	32.437	-115.165							1												Less than $1 Million	1		
	2009	12	31	10	5.2	bhutan	bhutan:  dametsi	27.319	91.51			2				2									2	1		~$1 to $5 Million	2		700
	2010	1	2	47	5.1	tajikistan	tajikistan	38.245	71.467				1.5			2	98	2	1000	3							1.5	~$1 to $5 Million	2	98	1000
Tsu	2010	1	3	26	6.6	solomon islands	solomon islands	-8.743	157.477																			#N/A			
Tsu	2010	1	3	25	7.1	solomon islands	solomon islands	-8.799	157.346							1	16	1	60	2								Less than $1 Million	1	16	60
Tsu	2010	1	5	15	6.8	solomon islands	solomon islands	-9.019	157.551																			#N/A			
	2010	1	10	65	5.1	indonesia	indonesia:  java:  garut	-7.907	107.879	1		2									1	1			2	1		#N/A			
	2010	1	10	29	6.5	usa	california:  off coast northern	40.652	-124.692			30	21.8			3									30	1	21.8	~$5 to $24 Million	3		
Tsu	2010	1	12	13	7	haiti	haiti:  port-au-prince	18.457	-72.533	316000		30000	8000			4	97294	4	188383	4	316000	4			300000	4	8000	$25 Million or more	4	97294	188383
	2010	1	15	8	5.5	venezuela	venezuela:  cariaco	10.454	-63.475			11				1			3	1					11	1		Less than $1 Million	1		3
	2010	1	16	5	5	iran	iran:  khuzestan:  arrjan	32.45	48.3							2												~$1 to $5 Million	2		150
	2010	1	17	27	4.4	china	china:  guizhou province	25.558	105.804	7	1	9									7	1	1	1	9	1		#N/A			
	2010	1	30	10	4.7	china	china:  sichuan province: moxi	30.268	105.668	1		15				2	200	3	200	3	1	1			15	1		~$1 to $5 Million	2	200	
	2010	2	25	36	4.8	china	china:  yunnan province	25.523	101.903			11				1				1					11	1		Less than $1 Million	1		
Tsu	2010	2	26	25	7	japan	japan:  tori shima, okinawa	25.93	128.425			2				1									2	1		Less than $1 Million	1		
Tsu	2010	2	27	23	8.8	chile	chile:  maule, concepcion, talcahuano	-36.122	-72.898	402		12000	30000			4			500000	4	558	3			12000	4	30000	$25 Million or more	4		500000
	2010	2	27	10	6.3	argentina	argentina:  salta	-24.872	-65.602	2		2									2	1			2	1		#N/A			
	2010	3	4	21	6.3	taiwan	taiwan:  kao-hsiung	22.918	120.795			96	1000			4									96	2	1000	$25 Million or more	4		340
	2010	3	8	12	6.1	turkey	turkey:  elazig province:  okcular, yukari demirci	38.864	39.986	51		100				2	287	3	287	3	51	2			100	2		~$1 to $5 Million	2	287	700
Tsu	2010	3	11	11	6.9	chile	chile:  rancagua	-34.29	-71.891							1												Less than $1 Million	1		
	2010	3	30	34	6.7	india	india: andaman islands:  diglipur	13.667	92.831			10				2									10	1		~$1 to $5 Million	2		
	2010	4	4	4	7.2	mexico	mexico:  baja california	32.297	-115.278	2		233	1150			4				3	2	1			233	3	1150	$25 Million or more	4		
Tsu	2010	4	6	31	7.8	indonesia	indonesia:  sumatra	2.383	97.048																			#N/A			
	2010	4	13	17	6.9	china	china:  qinghai province:  yushu	33.165	96.548	2220	70	12135	500			4	15000	4			2220	4	70	2	12135	4	500	$25 Million or more	4	15000	
	2010	4	18	13	5.6	afghanistan	afghanistan:  samangan province	35.633	67.658	11		70				4	2000	4			11	1			70	2		$25 Million or more	4	2000	
	2010	4	20	0	5.2	australia	australia:  kalgoorlie	-30.794	121.406			3				1									3	1		Less than $1 Million	1		
	2010	5	1	36	4.5	india	india:  chamoli	30.099	80.026							1												Less than $1 Million	1		
	2010	5	6	37	6.2	peru	peru:  tacna	-18.058	-70.547			11				2									11	1		~$1 to $5 Million	2		
	2010	5	9	38	7.2	indonesia	indonesia:  n. sumatra: simeulue island	3.748	96.018							1												Less than $1 Million	1		
	2010	5	14	2	5.2	algeria	algeria:  northern:  beni yellman	35.9	4.12	2		43									2	1			43	1		#N/A			
	2010	5	16	113	5.8	usa territory	puerto rico:  lares, vega baja	18.4	-67.07							1												Less than $1 Million	1		
Tsu	2010	5	29	10	4.4	usa territory	anatahan region, n. mariana islands	16.591	145.682																			#N/A			
Tsu	2010	6	12	35	7.5	india	india:  little nicobar island	7.881	91.936																			#N/A			
	2010	6	15	5	5.8	usa	california:  ocotillo	32.7	-115.921							1				1								Less than $1 Million	1		
	2010	6	16	18	7	indonesia	indonesia: new guinea:  irian jaya: japen	-2.174	136.543	17						3	2556	4			17	1						~$5 to $24 Million	3	2556	
	2010	6	18	20	5.9	india	india:  andaman islands:  diglipur	13.197	93.087							1												Less than $1 Million	1		
	2010	6	22	16	5.2	india	india:  tauli	29.872	80.428							1		1		1								Less than $1 Million	1		
	2010	6	23	22	5.2	canada	canada:  quebec:  val-des-bois, gracefield	45.88	-75.48							1												Less than $1 Million	1		
	2010	6	30	20	6.2	mexico	mexico:  san andres huaxpaltepec	16.396	-97.782	1											1	1						#N/A			
	2010	7	20	10	5.8	iran	iran:  farsinaj	27.022	53.861	1		32				2				3	1	1			32	1		~$1 to $5 Million	2		
	2010	7	23	586	7.6	philippines	philippines:  celebes sea:  moro gulf	6.486	123.467																			#N/A			
	2010	7	30	24	5.4	iran	iran:  torbet-i-heydariyeh	35.217	59.308			274				3									274	3		~$5 to $24 Million	3		
Tsu	2010	8	10	25	7.2	vanuatu	vanuatu islands	-17.541	168.069																			#N/A			
	2010	8	12	207	7.1	ecuador	ecuador:  manta, guayaquil, loja	-1.266	-77.306							1												Less than $1 Million	1		
Tsu	2010	8	13	10	6.9	usa territory	guam, northern mariana islands	12.484	141.476																			#N/A			
	2010	8	27	7	5.7	iran	iran:  damghan-torud	35.49	54.47	3		200				3	700	3			3	1			200	3		~$5 to $24 Million	3	700	
	2010	8	29	35	4.9	china	china:  sichuan province: ningang, ziaojia	27.197	103.005			14				3			1001	4					14	1		~$5 to $24 Million	3		1001
	2010	9	3	12	7	new zealand	new zealand:  christchurch	-43.522	171.83			2	6500			4				3					2	1	6500	$25 Million or more	4		
	2010	9	6	9	5	new zealand	new zealand:  south island:  christchurch	-43.57	172.388							1												Less than $1 Million	1		
	2010	9	6	21	5.1	new zealand	new zealand:  north island:  porangahau	-40.433	176.818							1												Less than $1 Million	1		
	2010	9	7	6	5	new zealand	new zealand:  south island:  canterbury	-43.598	172.69							1												Less than $1 Million	1		
	2010	9	10	10	4.8	bangladesh	bangladesh:  narayanganj	23.407	90.648							1												Less than $1 Million	1		
	2010	9	27	27	5.8	iran	iran:  shiraz	29.647	51.665	1		3				1		1			1	1			3	1		Less than $1 Million	1		
	2010	10	10	33	5.2	pakistan	pakistan:  khanpur, haripur	33.869	72.887	1		15				2			100	1	1	1			15	1		Less than $1 Million	1		100
Tsu	2010	10	25	20	7.8	indonesia	indonesia:  sumatra	-3.487	100.082												431	3					39	$25 Million or more	4	700	
	2010	11	3	1	5.5	serbia and montenegro	balkans nw: serbia:  kraljevo	43.76	20.673	2		100				3	1000	3	5000	4	2				100	2		~$5 to $24 Million	3	1000	5000
	2010	11	6	5	4.9	iran	iran:  dorud-razan	33.37	48.94			104				1				2					104	2		Less than $1 Million	1		
	2010	11	12	27	4.7	pakistan	pakistan:  quetta	30.178	67.117			12				1				2					12	1		Less than $1 Million	1		
	2010	12	16	10	5.1	ethiopia	ethiopia:  jima,  hosa'ina, shenk'ola, wenjela	7.521	37.839							2				3						3		~$1 to $5 Million	2		
	2010	12	19	5	3.7	usa	oklahoma:  luther	35.827	-96.772							1				1								Less than $1 Million	1		
	2010	12	20	12	6.5	iran	iran:  kerman	28.412	59.18	7		25				3		3	1800	4	7	1			25	1		~$5 to $24 Million	3		1800
Tsu	2010	12	21	14	7.4	japan	japan:  bonin islands	26.901	143.698																			#N/A			
Tsu	2010	12	25	16	7.3	vanuatu	vanuatu islands	-19.702	167.947																			#N/A			
	2010	12	25	5	4.5	new zealand	new zealand:  christchurch	-43.55	172.647							1			20	1								Less than $1 Million	1		20
	2011	1	5	24	4.5	iran	iran:  fars province	30.16	51.62			16				2									16	1		~$1 to $5 Million	2		
Tsu	2011	1	9	24	6.5	vanuatu	vanuatu islands	-19.157	168.311																			#N/A			
	2011	1	18	68	7.2	pakistan	pakistan: garhi khairo, quetta, balochistan	28.777	63.951	3						2	200	3	200	3	3	1				2		~$1 to $5 Million	2		200
	2011	2	1	31	4.8	china	china:  yunnan province:  pingyuan	24.693	97.943			1				2			700	3					1	1		~$1 to $5 Million	2		700
	2011	2	4	85	6.3	myanmar (burma)	myanmar (burma):  monywa	24.618	94.68	1						1		2			1	1						Less than $1 Million	1		
Tsu	2011	2	11	28	6.8	chile	chile:  off coast central	-36.474	-73.125																			#N/A			
	2011	2	17	1	3.1	usa	colorado:  paonia	38.947	-107.497							1												Less than $1 Million	1		
	2011	2	21	6	6.1	new zealand	new zealand:  christchurch, lyttelton	-43.583	172.68	181		1500	15000			4	100000	4			181	3			1500	4	15000	$25 Million or more	4	100000	
	2011	3	3	50	5.5	philippines	philippines:  mindanao	9.457	125.935							1				2								Less than $1 Million	1		
Tsu	2011	3	9	32	7.5	japan	japan:  honshu:  e coast	38.435	142.842																			#N/A			
	2011	3	10	26	5.5	china	china:  yunnan province:  pingyuan	24.719	97.969	25		250				3	1039	4	12528		25	1			250	3		~$5 to $24 Million	3	1039	12528
Tsu	2011	3	11	30	9.1	japan	japan:  honshu	38.297	142.372	1476		6152	220000			4	127511	4	273796	4	18453	4			6152	4	220085.456	$25 Million or more	4	127511	273796
	2011	3	11	43	7.9	japan	japan:  near e coast honshu	36.281	141.111																			#N/A			
	2011	3	11	19	7.6	japan	japan:  off east coast honshu	38.058	144.59																			#N/A			
	2011	3	24	8	6.8	myanmar (burma)	myanmar:  tachilek	20.687	99.822	75		123	3.6			2			10104	4	75	2			123	3	3.6	~$1 to $5 Million	2		10104
	2011	4	4	26	5.4	nepal	nepal-india:  uttarakhand, uttar pradesh	29.698	80.754							1												Less than $1 Million	1		
Tsu	2011	4	7	42	7.1	japan	japan: near e coast honshu	38.276	141.588	3		132				1					3	1			132	3		Less than $1 Million	1		
	2011	4	10	43	5.1	china	china:  sichuan province:  luhuo	31.373	100.757							1				1								Less than $1 Million	1		
	2011	4	11	11	6.6	japan	japan:  honshu	37.001	140.401	7						1	3	1			7	1						Less than $1 Million	1	3	
	2011	4	24	8	6.1	indonesia	indonesia:   sulawesi:  kendari	-4.586	122.771			14				2		2							14	1		~$1 to $5 Million	2		
	2011	5	11	1	5.1	spain	spain:  lorca	37.699	-1.672	10						1		1		1	10	1				3		Less than $1 Million	1		
	2011	5	19	7	4.3	turkey	turkey:  simav	39.12	29.04	2		125				1				2	2	1			125	3		Less than $1 Million	1		
	2011	6	8	21	5.3	china	china:  xinjiang province:  dabancheng	43.015	88.247			8				1			50	1					8	1		Less than $1 Million	1		50
	2011	6	13	6	6	new zealand	new zealand:  south island:  canterbury	-43.564	172.743	1		45	3000			4	100	2			1	1			45	1	3000	$25 Million or more	4	100	
	2011	6	20	39	5.3	china	china:  yunnan province:  baoshan	25.075	98.721			4				2									4	1		~$1 to $5 Million	2		
Tsu	2011	6	24	52	7.3	usa	alaska: aleutian islands: fox islands	52.05	-171.836																			#N/A			
	2011	6	26	29	5.3	china	china:  qinghai province	32.447	95.948							1	10	1		3								Less than $1 Million	1	10	
Tsu	2011	7	6	17	7.6	kermadec islands (new zealand)	new zealand: kermadec islands	-29.539	-176.34																			#N/A			
Tsu	2011	7	10	23	7	japan	japan:  honshu:  e coast	38.034	143.264																			#N/A			
	2011	7	19	20	6.1	uzbekistan	uzbekistan:  fargona, violyati	40.081	71.41	14		86				1		2			14	1			86	2		Less than $1 Million	1		
	2011	8	9	40	5	china	china: yunnan province: baoshan	24.932	98.73							3			22823	4					3	1		~$5 to $24 Million	3		22823
	2011	8	11	10	5.7	china	china:  xinjiang province:  southern, kashi	39.955	77.028			21				2									21	1		~$1 to $5 Million	2		
Tsu	2011	8	20	32	7.1	vanuatu	vanuatu islands	-18.365	168.143																			#N/A			
Tsu	2011	8	20	28	7	vanuatu	vanuatu islands	-18.311	168.218																			#N/A			
	2011	8	23	4	5.4	usa	colorado:  segundo	37.063	-104.701							2												~$1 to $5 Million	2		
	2011	8	23	6	5.8	usa	virginia:  louisa county, maryland, washington d.c.	37.936	-77.933							2												~$1 to $5 Million	2		
Tsu	2011	9	2	32	6.8	usa	alaska:  aleutian islands:  fox islands	52.171	-171.708																			#N/A			
	2011	9	5	91	6.7	indonesia	indonesia:  sumatra	2.965	97.893	10						1				2	10	1						Less than $1 Million	1		
	2011	9	7	10	4.3	india	india:  delhi	28.724	77.189			1													1	1		Less than $1 Million	1		
	2011	9	18	50	6.9	india	india:  sikkim	27.73	88.155	111		177	22.3			3	6000	4	6000	4	111	3			177	3	22.3	~$5 to $24 Million	3		6000
	2011	9	19	9	5.6	guatemala	guatemala:  cuilapa santa rosa	14.186	-90.238	1						1					1	1						Less than $1 Million	1		
	2011	10	20	10	5	india	india:  gujarat	21.211	70.533			34				3			3000	4					34	1		~$5 to $24 Million	3		3000
Tsu	2011	10	21	33	7.4	kermadec islands (new zealand)	kermadec islands	-28.993	-176.238																			#N/A			
	2011	10	23	16	7.1	turkey	turkey:  ercis, van	38.722	43.513	604		2608	1500			4	5739	4	4882	4	604	3			2608	4	1500	$25 Million or more	4	5739	4882
	2011	10	28	24	6.9	peru	peru:  san vicente de canete	-14.438	-75.966	1		103				2	134	3			1	1			103	2		~$1 to $5 Million	2	134	
	2011	10	29	10	3.5	india	india:  sikkim	27.449	88.684	2											2	1						#N/A			
	2011	10	29	3	4	ecuador	ecuador:  pomasqui	-0.13	-78.37							1				2								Less than $1 Million	1		
	2011	11	1	28	5.6	china	china:  xinjiang province	43.648	82.437				10.5			3	2453	4		3							10.5	~$5 to $24 Million	3	2453	
	2011	11	6	5	5.7	usa	oklahoma:  sparks	35.532	-96.765			2				2	14	1		3					2	1		~$1 to $5 Million	2	14	
	2011	11	7	46	5	philippines	philippines:  mindanao:  bukidnon province	7.904	125.185			31				1			23	1					31	1		Less than $1 Million	1		23
	2011	11	8	5	5	usa	oklahoma:  sparks, prague	35.531	-96.788							1				2								Less than $1 Million	1		
	2011	11	9	5	5.7	turkey	turkey:  van	38.429	43.229	40						1		1			40	1						Less than $1 Million	1		
	2011	11	21	114	5.8	india	india:  assam	24.955	95.236							1												Less than $1 Million	1		
	2011	11	24	43	5.1	el salvador	el salvador-guatemala	13.297	-87.898							1			80	2								Less than $1 Million	1		80
	2011	12	1	32	5.3	china	china:  xinjiang province:  southern, kashi	38.31	76.888							2			300	3								~$1 to $5 Million	2		300
	2011	12	3	56	5.3	new zealand	new zealand:  cook strait	-41.364	174.315							1				2								Less than $1 Million	1		
	2011	12	11	54	6.4	mexico	mexico:  guerrero	17.844	-99.963	2		5				2			70	2	2	1			5	1		~$1 to $5 Million	2		70
	2011	12	23	10	5.8	new zealand	new zealand:  south island:  christchurch	-43.49	172.8			60				1				1					60	2		Less than $1 Million	1		
	2011	12	27	15	6.7	russia	russia:  kyzyl	51.842	95.911							2				3								~$1 to $5 Million	2		
	2012	1	19	8	5.3	iran	iran:  khorasan-e-razavi	36.288	58.835			238				1				2					238	3		Less than $1 Million	1		
	2012	1	30	43	6.4	peru	peru:  ica	-14.168	-75.635			119				1				1					119	3		Less than $1 Million	1		
Tsu	2012	2	2	23	7	vanuatu	vanuatu islands	-17.827	167.133																			#N/A			
	2012	2	6	11	6.7	philippines	philippines:  negros oriental province	9.999	123.206	51	62	112	15			3	15000	4			51	2	62	2	112	3	15	~$5 to $24 Million	3	15000	
	2012	2	26	28	5.9	taiwan	taiwan:  pingtung	22.661	120.891							1												Less than $1 Million	1		
	2012	2	27	10	5.2	iran	iran:  ravar	31.428	56.778			6				1				2					6	1		Less than $1 Million	1		
	2012	3	5	37	5.6	philippines	philippines:  masbate island	12.354	123.7			10				1	1	1		2					10	1		Less than $1 Million	1	1	
Tsu	2012	3	14	12	6.9	japan	japan:  hokkaido	40.887	144.944																			#N/A			
	2012	3	16	18	5.8	philippines	philippines:  surigao	10.037	125.633			55				1	4	1		1					55	2		Less than $1 Million	1	4	
Tsu	2012	3	20	20	7.4	mexico	mexico:  guerrero, oaxaca	16.493	-98.231	2		13				3	800	3			2	1			13	1		~$5 to $24 Million	3	800	
	2012	3	25	41	7.2	chile	chile:  parral, santiago	-35.2	-72.217	1		14				1				2	1	1			14	1		Less than $1 Million	1		
Tsu	2012	4	11	20	8.6	indonesia	indonesia:  n sumatra:  off west coast	2.327	93.063	10		12				1				2	10	1			12	1		Less than $1 Million	1		
Tsu	2012	4	11	25	8.2	indonesia	indonesia:  n sumatra:  off west coast	0.802	92.463																			#N/A			
Tsu	2012	4	14	11	6.3	vanuatu	vanuatu islands	-18.972	168.741																			#N/A			
	2012	4	17	29	6.7	chile	chile:  valparaiso	-32.625	-71.365	2						1				2	2	1						Less than $1 Million	1		
	2012	5	3	10	5.4	iran	iran:  mourmouri, abdanan, dehloran	32.747	47.726			8				2				3					8	1		~$1 to $5 Million	2		
	2012	5	7	11	5.7	azerbaijan	azerbaijan:  zagatala	41.549	46.789			50				3	3100	4		1					50	1		~$5 to $24 Million	3	3100	
	2012	5	11	43	5.4	india	india:  assam:  kamrup, guwahati	26.175	92.889			2				1				2					2	1		Less than $1 Million	1		
	2012	5	12	10	5.7	tajikistan	tajikistan	38.612	70.354	1						2		3			1	1						~$1 to $5 Million	2		
	2012	5	14	10	6.3	chile	chile:  arica; peru:  tacna	-17.678	-69.591							1												Less than $1 Million	1		
	2012	5	19	10	4.1	brazil	brazil:  montes claros	-16.764	-43.999							1			6	1								Less than $1 Million	1		6
	2012	5	20	6	6.1	italy	italy:  emilia romagna:  mirandola	44.89	11.23	7						4				3	7	1			50	1		$25 Million or more	4		
	2012	5	20	5	5.1	italy	italy:  sant'agostino	44.831	11.49							1												Less than $1 Million	1		
	2012	5	22	10	5.6	bulgaria	bulgaria: pernik	42.645	22.968							2			90	2								~$1 to $5 Million	2		90
	2012	5	29	10	5.9	italy	italy:  emilia romagna:  medolla, mirandola, cavezzo	44.851	11.086	17		350	15800			4					17	1			350	3	15800	$25 Million or more	4		
	2012	6	4	50	5.8	indonesia	indonesia:  java	-7.692	106.371			2				1			23	1					2	1		Less than $1 Million	1		23
	2012	6	10	35	6.1	turkey	turkey:  fethiye; greece:  rhodes	36.42	28.88			6				1				2					6	1		Less than $1 Million	1		
	2012	6	11	16	5.8	afghanistan	afghanistan:  hindu kush	36.023	69.351	75		13				2	143	3	593	3	75	2			13	1		~$1 to $5 Million	2	143	593
	2012	6	14	5	5.3	turkey	turkey:  sirnak	37.294	42.325			23				1			25	1					23	1		Less than $1 Million	1		25
	2012	6	24	10	5.5	china	china:  yunnan and sichuan provinces	27.767	100.781	4		394				4	6768	4			4	1			394	3		$25 Million or more	4	6768	
	2012	6	29	18	6.3	china	china:  xinjiang province	43.433	84.7			52	68			4			30000	4					52	2	68	$25 Million or more	4		30000
	2012	7	20	10	4.9	china	china:  jiangsu province	32.978	119.593	1		2				1					1	1			2	1		Less than $1 Million	1		
	2012	7	25	22	6.5	indonesia	indonesia: banda aceh	2.707	96.045	1						1			20	1	1	1						Less than $1 Million	1		20
	2012	7	25	20	6.4	solomon islands	solomon islands: guadalcanal	-9.694	159.727							1	26	1										Less than $1 Million	1	26	
	2012	8	11	11	6.5	iran	iran:  ahar, haris, varzagan	38.329	46.826	306		3000				4		4		4	306	3			3000	4		$25 Million or more	4		
	2012	8	14	583	7.7	russia	russia:  sakhalin island	49.8	145.064																			#N/A			
	2012	8	18	10	6.3	indonesia	indonesia:  sulawesi:  sigi, parigi mountong	-1.315	120.096	6		43				4	471	3	1097	4	6	1			43	1		$25 Million or more	4	471	1097
Tsu	2012	8	27	28	7.3	nicaragua	nicaragua:  off the coast	12.139	-88.59																			#N/A			
Tsu	2012	8	31	28	7.6	philippines	philippines:  cagayan de oro, tacloban	10.811	126.638	1		1	0.3			1		1			1	1			1	1	0.3	Less than $1 Million	1		
Tsu	2012	9	5	35	7.6	costa rica	costa rica:  nicoya	10.085	-85.315	2		20				1		2			2	1			20	1		Less than $1 Million	1		
	2012	9	7	10	5.6	china	china: yunnan province:  zhaotong:  yiliang	27.575	103.983	81		821	1000			4	37000	4	133000	4	81	2			821	3	1000	$25 Million or more	4	37000	133000
	2012	10	18	10	5	india	india:  deurala, jaisinghnagar, kotma, sarai, umaria	23.739	81.314							1		2	1	1								Less than $1 Million	1		1
Tsu	2012	10	28	14	7.7	canada	canada:  queen charlotte islands	52.788	-132.101							1				1	1	1						Less than $1 Million	1		
Tsu	2012	11	7	24	7.3	guatemala	guatemala:  san marcos, san cristobal cochu	13.988	-91.895	48		155				3	2769	4	7561	4	48	2			155	3		~$5 to $24 Million	3	2769	7561
	2012	11	11	14	6.8	myanmar (burma)	myanmar (burma):  shwebo	23.005	95.885	26		230				2	251	3			26	1			230	3		~$1 to $5 Million	2	251	
	2012	11	26	10	5.1	china	china:  xinjiang province:  ruoqiang	40.411	90.355							1				2								Less than $1 Million	1		
	2012	12	5	14	5.7	iran	iran:  khorasan province	33.506	59.571	8		12				1				1	8	1			12	1		Less than $1 Million	1		
Tsu	2012	12	7	31	7.2	japan	japan:  honshu:  miyagi prefecture	37.89	143.949			11													11	1		#N/A			
